src,dst,type
28767,7464,REL
28768,5188,REL
28769,6400,REL
28770,1615,REL
28771,5045,REL
28772,5736,REL
28773,276,REL
28774,9036,REL
28775,2302,REL
28776,2465,REL
28777,4889,REL
28778,7064,REL
28779,770,REL
28780,4540,REL
28781,5252,REL
28782,2149,REL
28783,6330,REL
28784,9312,REL
28785,5113,REL
28786,9094,REL
28787,3727,REL
28788,3797,REL
28789,9092,REL
28790,9357,REL
28791,3797,REL
28792,7947,REL
28793,489,REL
28794,3957,REL
28795,1513,REL
28796,4640,REL
28797,7623,REL
28798,8132,REL
28799,551,REL
28800,3614,REL
28801,9451,REL
28802,65,REL
28803,1742,REL
28804,1966,REL
28805,8525,REL
28806,5714,REL
28807,7261,REL
28808,883,REL
28809,4195,REL
28810,6811,REL
28811,9253,REL
28812,5038,REL
28813,6456,REL
28814,1704,REL
28815,8109,REL
28816,5885,REL
28817,5692,REL
28818,731,REL
28819,1556,REL
28820,923,REL
28821,9123,REL
28822,2701,REL
28823,1102,REL
28824,9363,REL
28825,6806,REL
28826,3301,REL
28827,6445,REL
28828,1490,REL
28829,7564,REL
28830,4428,REL
28831,748,REL
28832,4291,REL
28833,6957,REL
28834,8645,REL
28835,3896,REL
28836,6486,REL
28837,8429,REL
28838,4851,REL
28839,7194,REL
28840,6527,REL
28841,3180,REL
28842,3243,REL
28843,5084,REL
28844,4046,REL
28845,4704,REL
28846,5173,REL
28847,184,REL
28848,2528,REL
28849,2141,REL
28850,9880,REL
28851,7713,REL
28852,9281,REL
28853,9380,REL
28854,9439,REL
28855,8931,REL
28856,9501,REL
28857,5951,REL
28858,2727,REL
28859,9651,REL
28860,3342,REL
28861,4051,REL
28862,8413,REL
28863,1443,REL
28864,9378,REL
28865,7954,REL
28866,1253,REL
28867,7471,REL
28868,876,REL
28869,8464,REL
28870,2360,REL
28871,3256,REL
28872,6936,REL
28873,6897,REL
28874,7620,REL
28875,1382,REL
28876,357,REL
28877,6266,REL
28878,929,REL
28879,9311,REL
28880,4213,REL
28881,4706,REL
28882,1376,REL
28883,3689,REL
28884,2874,REL
28885,8315,REL
28886,2609,REL
28887,4536,REL
28888,8272,REL
28889,5730,REL
28890,8502,REL
28891,6968,REL
28892,7264,REL
28893,3189,REL
28894,7733,REL
28895,7825,REL
28896,5320,REL
28897,6754,REL
28898,6788,REL
28899,8119,REL
28900,3825,REL
28901,1731,REL
28902,2805,REL
28903,998,REL
28904,1812,REL
28905,772,REL
28906,629,REL
28907,3564,REL
28908,8637,REL
28909,6541,REL
28910,4360,REL
28911,6453,REL
28912,4410,REL
28913,5692,REL
28914,5289,REL
28915,1418,REL
28916,9304,REL
28917,4641,REL
28918,1075,REL
28919,5883,REL
28920,1840,REL
28921,5612,REL
28922,6312,REL
28923,4586,REL
28924,8938,REL
28925,1642,REL
28926,1270,REL
28927,5656,REL
28928,5978,REL
28929,4889,REL
28930,2627,REL
28931,8685,REL
28932,527,REL
28933,5028,REL
28934,2801,REL
28935,5924,REL
28936,5044,REL
28937,8972,REL
28938,6419,REL
28939,9727,REL
28940,1759,REL
28941,1271,REL
28942,9016,REL
28943,6188,REL
28944,9546,REL
28945,855,REL
28946,2900,REL
28947,8985,REL
28948,1769,REL
28949,2782,REL
28950,4086,REL
28951,5512,REL
28952,5017,REL
28953,807,REL
28954,2286,REL
28955,428,REL
28956,1079,REL
28957,739,REL
28958,1585,REL
28959,5376,REL
28960,5617,REL
28961,9505,REL
28962,997,REL
28963,8698,REL
28964,4289,REL
28965,3297,REL
28966,2599,REL
28967,2437,REL
28968,374,REL
28969,386,REL
28970,9162,REL
28971,3044,REL
28972,5487,REL
28973,1430,REL
28974,2456,REL
28975,1679,REL
28976,8756,REL
28977,7031,REL
28978,585,REL
28979,6662,REL
28980,1050,REL
28981,125,REL
28982,5146,REL
28983,3341,REL
28984,2308,REL
28985,8155,REL
28986,7873,REL
28987,1979,REL
28988,7519,REL
28989,2571,REL
28990,6066,REL
28991,843,REL
28992,4875,REL
28993,7107,REL
28994,4942,REL
28995,2938,REL
28996,974,REL
28997,1795,REL
28998,303,REL
28999,1791,REL
29000,3406,REL
29001,2152,REL
29002,6667,REL
29003,2371,REL
29004,548,REL
29005,5270,REL
29006,7791,REL
29007,4315,REL
29008,2029,REL
29009,7506,REL
29010,2982,REL
29011,8772,REL
29012,9344,REL
29013,9321,REL
29014,3800,REL
29015,1575,REL
29016,4940,REL
29017,5045,REL
29018,1573,REL
29019,7876,REL
29020,931,REL
29021,6349,REL
29022,5071,REL
29023,2827,REL
29024,381,REL
29025,8207,REL
29026,6776,REL
29027,6361,REL
29028,2954,REL
29029,1363,REL
29030,1182,REL
29031,7936,REL
29032,3863,REL
29033,8834,REL
29034,3085,REL
29035,4134,REL
29036,2885,REL
29037,4719,REL
29038,6835,REL
29039,5336,REL
29040,4132,REL
29041,1656,REL
29042,5887,REL
29043,4438,REL
29044,467,REL
29045,2287,REL
29046,2431,REL
29047,2068,REL
29048,2996,REL
29049,7942,REL
29050,6880,REL
29051,9857,REL
29052,681,REL
29053,5927,REL
29054,780,REL
29055,6257,REL
29056,6908,REL
29057,7521,REL
29058,5993,REL
29059,5392,REL
29060,1890,REL
29061,7045,REL
29062,4841,REL
29063,7437,REL
29064,3880,REL
29065,6356,REL
29066,5525,REL
29067,6848,REL
29068,6012,REL
29069,1136,REL
29070,6128,REL
29071,743,REL
29072,8258,REL
29073,146,REL
29074,9504,REL
29075,4877,REL
29076,3166,REL
29077,3734,REL
29078,720,REL
29079,4357,REL
29080,6724,REL
29081,5995,REL
29082,2330,REL
29083,2550,REL
29084,904,REL
29085,1845,REL
29086,7719,REL
29087,5521,REL
29088,4733,REL
29089,2663,REL
29090,378,REL
29091,7500,REL
29092,7078,REL
29093,9495,REL
29094,2146,REL
29095,9095,REL
29096,5384,REL
29097,1972,REL
29098,4709,REL
29099,5219,REL
29100,5635,REL
29101,7791,REL
29102,8854,REL
29103,4719,REL
29104,6073,REL
29105,8185,REL
29106,1482,REL
29107,4388,REL
29108,3793,REL
29109,9796,REL
29110,485,REL
29111,1917,REL
29112,1006,REL
29113,1763,REL
29114,3459,REL
29115,8393,REL
29116,5989,REL
29117,1709,REL
29118,9875,REL
29119,4964,REL
29120,400,REL
29121,7797,REL
29122,2483,REL
29123,7585,REL
29124,4418,REL
29125,8851,REL
29126,3616,REL
29127,3316,REL
29128,2652,REL
29129,7593,REL
29130,36,REL
29131,7929,REL
29132,2431,REL
29133,9563,REL
29134,7393,REL
29135,7156,REL
29136,9343,REL
29137,9087,REL
29138,1903,REL
29139,6824,REL
29140,7456,REL
29141,2832,REL
29142,7865,REL
29143,5551,REL
29144,8684,REL
29145,1632,REL
29146,9971,REL
29147,5981,REL
29148,5339,REL
29149,8284,REL
29150,5842,REL
29151,2606,REL
29152,561,REL
29153,2104,REL
29154,3480,REL
29155,2065,REL
29156,3543,REL
29157,6108,REL
29158,7553,REL
29159,5677,REL
29160,1313,REL
29161,7061,REL
29162,5166,REL
29163,5513,REL
29164,525,REL
29165,3825,REL
29166,1794,REL
29167,2931,REL
29168,9481,REL
29169,3579,REL
29170,1465,REL
29171,7067,REL
29172,208,REL
29173,7321,REL
29174,4570,REL
29175,6026,REL
29176,6174,REL
29177,7672,REL
29178,9486,REL
29179,5834,REL
29180,6226,REL
29181,9198,REL
29182,6545,REL
29183,9681,REL
29184,4706,REL
29185,4123,REL
29186,3851,REL
29187,978,REL
29188,5655,REL
29189,8163,REL
29190,1249,REL
29191,4698,REL
29192,2072,REL
29193,1800,REL
29194,5037,REL
29195,3807,REL
29196,551,REL
29197,5678,REL
29198,877,REL
29199,522,REL
29200,441,REL
29201,6588,REL
29202,6943,REL
29203,3599,REL
29204,9552,REL
29205,89,REL
29206,1236,REL
29207,1750,REL
29208,5280,REL
29209,6577,REL
29210,5117,REL
29211,1996,REL
29212,9486,REL
29213,8230,REL
29214,1107,REL
29215,4170,REL
29216,9574,REL
29217,4029,REL
29218,8648,REL
29219,2243,REL
29220,273,REL
29221,4764,REL
29222,1988,REL
29223,8310,REL
29224,8528,REL
29225,7623,REL
29226,1746,REL
29227,2557,REL
29228,3929,REL
29229,9991,REL
29230,5768,REL
29231,3976,REL
29232,8004,REL
29233,1275,REL
29234,3088,REL
29235,5721,REL
29236,761,REL
29237,2929,REL
29238,3380,REL
29239,7261,REL
29240,7033,REL
29241,5951,REL
29242,5818,REL
29243,1231,REL
29244,9339,REL
29245,3878,REL
29246,1163,REL
29247,7382,REL
29248,8946,REL
29249,362,REL
29250,6763,REL
29251,7910,REL
29252,5217,REL
29253,2343,REL
29254,4469,REL
29255,5596,REL
29256,6884,REL
29257,8959,REL
29258,1097,REL
29259,8784,REL
29260,6271,REL
29261,4387,REL
29262,237,REL
29263,9120,REL
29264,1461,REL
29265,46,REL
29266,4232,REL
29267,9638,REL
29268,2000,REL
29269,494,REL
29270,930,REL
29271,3289,REL
29272,1066,REL
29273,8845,REL
29274,6587,REL
29275,6188,REL
29276,4705,REL
29277,4357,REL
29278,3000,REL
29279,9745,REL
29280,3718,REL
29281,8703,REL
29282,6880,REL
29283,5748,REL
29284,7889,REL
29285,1214,REL
29286,9217,REL
29287,5954,REL
29288,5306,REL
29289,7356,REL
29290,3662,REL
29291,6394,REL
29292,3099,REL
29293,1116,REL
29294,299,REL
29295,2650,REL
29296,7861,REL
29297,6064,REL
29298,1773,REL
29299,9525,REL
29300,5629,REL
29301,690,REL
29302,1281,REL
29303,6986,REL
29304,2317,REL
29305,1421,REL
29306,2372,REL
29307,5624,REL
29308,3768,REL
29309,3257,REL
29310,8549,REL
29311,7575,REL
29312,3560,REL
29313,3994,REL
29314,5416,REL
29315,3231,REL
29316,3159,REL
29317,4553,REL
29318,9148,REL
29319,2329,REL
29320,5441,REL
29321,9345,REL
29322,4849,REL
29323,5670,REL
29324,9908,REL
29325,8567,REL
29326,5094,REL
29327,3189,REL
29328,7069,REL
29329,8823,REL
29330,2262,REL
29331,7544,REL
29332,3024,REL
29333,871,REL
29334,9552,REL
29335,3732,REL
29336,7964,REL
29337,2970,REL
29338,5085,REL
29339,6910,REL
29340,2472,REL
29341,2239,REL
29342,8652,REL
29343,2022,REL
29344,5451,REL
29345,4027,REL
29346,6115,REL
29347,9949,REL
29348,4874,REL
29349,1525,REL
29350,4052,REL
29351,6271,REL
29352,8376,REL
29353,5453,REL
29354,546,REL
29355,63,REL
29356,9338,REL
29357,9738,REL
29358,3028,REL
29359,3935,REL
29360,3613,REL
29361,7794,REL
29362,8520,REL
29363,1973,REL
29364,8544,REL
29365,5250,REL
29366,5088,REL
29367,9346,REL
29368,5659,REL
29369,6588,REL
29370,3211,REL
29371,3645,REL
29372,8335,REL
29373,927,REL
29374,8924,REL
29375,3244,REL
29376,2777,REL
29377,5527,REL
29378,5913,REL
29379,4899,REL
29380,1119,REL
29381,1116,REL
29382,6623,REL
29383,3479,REL
29384,5887,REL
29385,8987,REL
29386,9615,REL
29387,7886,REL
29388,1138,REL
29389,3414,REL
29390,8459,REL
29391,5783,REL
29392,7585,REL
29393,9650,REL
29394,2974,REL
29395,8292,REL
29396,9343,REL
29397,6095,REL
29398,8168,REL
29399,3833,REL
29400,5507,REL
29401,8780,REL
29402,4760,REL
29403,3078,REL
29404,4383,REL
29405,7340,REL
29406,9799,REL
29407,5331,REL
29408,1270,REL
29409,3660,REL
29410,8880,REL
29411,8108,REL
29412,2199,REL
29413,6150,REL
29414,2862,REL
29415,7052,REL
29416,8921,REL
29417,6706,REL
29418,2031,REL
29419,6647,REL
29420,9414,REL
29421,1574,REL
29422,8129,REL
29423,2186,REL
29424,9889,REL
29425,445,REL
29426,2362,REL
29427,3077,REL
29428,6954,REL
29429,7165,REL
29430,3321,REL
29431,532,REL
29432,1337,REL
29433,334,REL
29434,1399,REL
29435,1546,REL
29436,86,REL
29437,3393,REL
29438,2039,REL
29439,7355,REL
29440,673,REL
29441,7234,REL
29442,5473,REL
29443,622,REL
29444,3660,REL
29445,7661,REL
29446,7149,REL
29447,8458,REL
29448,4456,REL
29449,3555,REL
29450,7206,REL
29451,3717,REL
29452,4293,REL
29453,7095,REL
29454,7246,REL
29455,5277,REL
29456,1645,REL
29457,2693,REL
29458,8153,REL
29459,7122,REL
29460,9470,REL
29461,3842,REL
29462,115,REL
29463,7233,REL
29464,8531,REL
29465,339,REL
29466,3537,REL
29467,759,REL
29468,4970,REL
29469,2429,REL
29470,6270,REL
29471,8843,REL
29472,2041,REL
29473,8247,REL
29474,9555,REL
29475,9321,REL
29476,4661,REL
29477,7462,REL
29478,4136,REL
29479,8625,REL
29480,4014,REL
29481,4103,REL
29482,3829,REL
29483,2019,REL
29484,8089,REL
29485,3031,REL
29486,7306,REL
29487,2740,REL
29488,8197,REL
29489,9426,REL
29490,9992,REL
29491,9108,REL
29492,2172,REL
29493,5261,REL
29494,3068,REL
29495,3754,REL
29496,2072,REL
29497,6749,REL
29498,4702,REL
29499,9851,REL
29500,8490,REL
29501,1720,REL
29502,4749,REL
29503,3725,REL
29504,1941,REL
29505,8380,REL
29506,7640,REL
29507,5675,REL
29508,6561,REL
29509,4802,REL
29510,6951,REL
29511,4227,REL
29512,2083,REL
29513,6015,REL
29514,9624,REL
29515,554,REL
29516,4166,REL
29517,4128,REL
29518,4015,REL
29519,1971,REL
29520,3436,REL
29521,4394,REL
29522,6759,REL
29523,7939,REL
29524,7496,REL
29525,4110,REL
29526,4455,REL
29527,9806,REL
29528,4238,REL
29529,5407,REL
29530,5341,REL
29531,6606,REL
29532,9954,REL
29533,5552,REL
29534,1291,REL
29535,591,REL
29536,3596,REL
29537,3803,REL
29538,7928,REL
29539,893,REL
29540,7859,REL
29541,5333,REL
29542,219,REL
29543,5131,REL
29544,3797,REL
29545,5607,REL
29546,5322,REL
29547,3534,REL
29548,9722,REL
29549,8413,REL
29550,3845,REL
29551,7994,REL
29552,9502,REL
29553,5586,REL
29554,9995,REL
29555,4272,REL
29556,9386,REL
29557,7194,REL
29558,3363,REL
29559,6979,REL
29560,6571,REL
29561,5825,REL
29562,3813,REL
29563,5413,REL
29564,249,REL
29565,2975,REL
29566,7372,REL
29567,8769,REL
29568,2255,REL
29569,8290,REL
29570,84,REL
29571,920,REL
29572,8027,REL
29573,5183,REL
29574,1905,REL
29575,3089,REL
29576,6481,REL
29577,7030,REL
29578,1720,REL
29579,3412,REL
29580,3970,REL
29581,9567,REL
29582,5112,REL
29583,7531,REL
29584,5705,REL
29585,9141,REL
29586,7455,REL
29587,6377,REL
29588,8378,REL
29589,4898,REL
29590,9078,REL
29591,6744,REL
29592,9397,REL
29593,2304,REL
29594,9287,REL
29595,5554,REL
29596,1763,REL
29597,935,REL
29598,4604,REL
29599,2782,REL
29600,7450,REL
29601,3,REL
29602,1861,REL
29603,9932,REL
29604,2789,REL
29605,8105,REL
29606,7516,REL
29607,4701,REL
29608,5715,REL
29609,5183,REL
29610,8269,REL
29611,6388,REL
29612,3198,REL
29613,671,REL
29614,7415,REL
29615,4296,REL
29616,6770,REL
29617,2949,REL
29618,4835,REL
29619,3850,REL
29620,9937,REL
29621,1623,REL
29622,7540,REL
29623,4726,REL
29624,4792,REL
29625,7780,REL
29626,9533,REL
29627,4105,REL
29628,3406,REL
29629,6551,REL
29630,6939,REL
29631,4213,REL
29632,8851,REL
29633,1781,REL
29634,2218,REL
29635,1647,REL
29636,3044,REL
29637,375,REL
29638,6567,REL
29639,7433,REL
29640,6798,REL
29641,7538,REL
29642,7852,REL
29643,3374,REL
29644,2600,REL
29645,4967,REL
29646,501,REL
29647,5208,REL
29648,7073,REL
29649,5920,REL
29650,54,REL
29651,1591,REL
29652,5526,REL
29653,1884,REL
29654,5142,REL
29655,6638,REL
29656,5924,REL
29657,5852,REL
29658,3230,REL
29659,8849,REL
29660,4703,REL
29661,4162,REL
29662,3667,REL
29663,3147,REL
29664,5581,REL
29665,6798,REL
29666,8287,REL
29667,8519,REL
29668,8569,REL
29669,7038,REL
29670,5290,REL
29671,9480,REL
29672,3622,REL
29673,7997,REL
29674,5938,REL
29675,5411,REL
29676,8109,REL
29677,9812,REL
29678,8897,REL
29679,3985,REL
29680,8280,REL
29681,5857,REL
29682,2754,REL
29683,8904,REL
29684,2486,REL
29685,8651,REL
29686,2288,REL
29687,712,REL
29688,5848,REL
29689,5405,REL
29690,2728,REL
29691,1538,REL
29692,3962,REL
29693,6981,REL
29694,8775,REL
29695,2725,REL
29696,9800,REL
29697,5563,REL
29698,1990,REL
29699,7637,REL
29700,6015,REL
29701,9873,REL
29702,413,REL
29703,6952,REL
29704,6412,REL
29705,5461,REL
29706,7345,REL
29707,7779,REL
29708,7883,REL
29709,5280,REL
29710,6402,REL
29711,4959,REL
29712,4556,REL
29713,1460,REL
29714,434,REL
29715,9439,REL
29716,542,REL
29717,2350,REL
29718,3455,REL
29719,1991,REL
29720,6344,REL
29721,7050,REL
29722,7921,REL
29723,3636,REL
29724,1422,REL
29725,5022,REL
29726,9913,REL
29727,7496,REL
29728,5187,REL
29729,7283,REL
29730,4107,REL
29731,6702,REL
29732,4433,REL
29733,5136,REL
29734,5188,REL
29735,8734,REL
29736,2915,REL
29737,5235,REL
29738,3663,REL
29739,7794,REL
29740,2895,REL
29741,6171,REL
29742,9345,REL
29743,1867,REL
29744,8152,REL
29745,6666,REL
29746,9157,REL
29747,8087,REL
29748,4340,REL
29749,4298,REL
29750,8022,REL
29751,5641,REL
29752,5473,REL
29753,2719,REL
29754,22,REL
29755,6324,REL
29756,4206,REL
29757,5369,REL
29758,6972,REL
29759,3108,REL
29760,4684,REL
29761,4288,REL
29762,3091,REL
29763,6041,REL
29764,8556,REL
29765,6053,REL
29766,9313,REL
29767,3149,REL
29768,2753,REL
29769,1202,REL
29770,3906,REL
29771,1151,REL
29772,8596,REL
29773,9080,REL
29774,7344,REL
29775,3864,REL
29776,1801,REL
29777,662,REL
29778,9253,REL
29779,7844,REL
29780,4995,REL
29781,5098,REL
29782,8451,REL
29783,8419,REL
29784,5987,REL
29785,7424,REL
29786,2440,REL
29787,5914,REL
29788,8623,REL
29789,7056,REL
29790,7341,REL
29791,2787,REL
29792,3901,REL
29793,8650,REL
29794,719,REL
29795,2037,REL
29796,1024,REL
29797,1362,REL
29798,7642,REL
29799,1305,REL
29800,1125,REL
29801,8238,REL
29802,7976,REL
29803,9993,REL
29804,3813,REL
29805,4616,REL
29806,3677,REL
29807,2590,REL
29808,3617,REL
29809,2048,REL
29810,9142,REL
29811,1045,REL
29812,3532,REL
29813,7831,REL
29814,5425,REL
29815,2938,REL
29816,2057,REL
29817,5174,REL
29818,6591,REL
29819,2880,REL
29820,2267,REL
29821,7543,REL
29822,3153,REL
29823,9961,REL
29824,3266,REL
29825,5965,REL
29826,2959,REL
29827,7152,REL
29828,1630,REL
29829,7493,REL
29830,221,REL
29831,7925,REL
29832,8978,REL
29833,9101,REL
29834,4249,REL
29835,8601,REL
29836,8611,REL
29837,4679,REL
29838,7977,REL
29839,4418,REL
29840,8247,REL
29841,460,REL
29842,6905,REL
29843,3050,REL
29844,986,REL
29845,6917,REL
29846,8911,REL
29847,2376,REL
29848,3764,REL
29849,5099,REL
29850,9652,REL
29851,3198,REL
29852,3639,REL
29853,2097,REL
29854,8891,REL
29855,7080,REL
29856,5790,REL
29857,5,REL
29858,6830,REL
29859,3297,REL
29860,4485,REL
29861,6478,REL
29862,5871,REL
29863,8586,REL
29864,2290,REL
29865,5075,REL
29866,2539,REL
29867,287,REL
29868,856,REL
29869,6530,REL
29870,6915,REL
29871,9598,REL
29872,5358,REL
29873,7513,REL
29874,8664,REL
29875,3838,REL
29876,8295,REL
29877,4950,REL
29878,7676,REL
29879,5159,REL
29880,4649,REL
29881,6367,REL
29882,6627,REL
29883,3742,REL
29884,5245,REL
29885,6409,REL
29886,8439,REL
29887,7997,REL
29888,5192,REL
29889,4930,REL
29890,7346,REL
29891,3451,REL
29892,6337,REL
29893,9958,REL
29894,8032,REL
29895,1555,REL
29896,9330,REL
29897,4088,REL
29898,115,REL
29899,9098,REL
29900,8652,REL
29901,36,REL
29902,6043,REL
29903,8321,REL
29904,61,REL
29905,3914,REL
29906,4002,REL
29907,9973,REL
29908,3404,REL
29909,2922,REL
29910,9155,REL
29911,9268,REL
29912,922,REL
29913,241,REL
29914,4759,REL
29915,2964,REL
29916,8762,REL
29917,8285,REL
29918,2366,REL
29919,8976,REL
29920,1194,REL
29921,2808,REL
29922,7893,REL
29923,2439,REL
29924,9785,REL
29925,8614,REL
29926,3763,REL
29927,9391,REL
29928,3145,REL
29929,8069,REL
29930,405,REL
29931,3377,REL
29932,5248,REL
29933,8036,REL
29934,4156,REL
29935,3045,REL
29936,8703,REL
29937,7649,REL
29938,1715,REL
29939,5090,REL
29940,9452,REL
29941,1803,REL
29942,5489,REL
29943,8150,REL
29944,6895,REL
29945,898,REL
29946,9922,REL
29947,7497,REL
29948,6911,REL
29949,286,REL
29950,3328,REL
29951,4277,REL
29952,7025,REL
29953,930,REL
29954,4553,REL
29955,870,REL
29956,8199,REL
29957,1989,REL
29958,8947,REL
29959,6179,REL
29960,8112,REL
29961,1478,REL
29962,8096,REL
29963,7078,REL
29964,3423,REL
29965,9130,REL
29966,3907,REL
29967,2790,REL
29968,8996,REL
29969,9575,REL
29970,9084,REL
29971,7246,REL
29972,3198,REL
29973,8990,REL
29974,9557,REL
29975,9934,REL
29976,9427,REL
29977,5004,REL
29978,7568,REL
29979,4226,REL
29980,8729,REL
29981,1836,REL
29982,2564,REL
29983,9691,REL
29984,4111,REL
29985,5236,REL
29986,6593,REL
29987,2233,REL
29988,1477,REL
29989,9834,REL
29990,414,REL
29991,2794,REL
29992,9906,REL
29993,5085,REL
29994,7540,REL
29995,9700,REL
29996,5572,REL
29997,502,REL
29998,917,REL
29999,1992,REL
30000,2563,REL
30001,5849,REL
30002,951,REL
30003,9929,REL
30004,251,REL
30005,9714,REL
30006,6358,REL
30007,4356,REL
30008,5207,REL
30009,9658,REL
30010,6794,REL
30011,9851,REL
30012,3458,REL
30013,4653,REL
30014,381,REL
30015,76,REL
30016,8409,REL
30017,7468,REL
30018,8057,REL
30019,6907,REL
30020,7596,REL
30021,763,REL
30022,6781,REL
30023,8507,REL
30024,8209,REL
30025,8459,REL
30026,9944,REL
30027,4690,REL
30028,450,REL
30029,5480,REL
30030,697,REL
30031,7857,REL
30032,2667,REL
30033,9539,REL
30034,1652,REL
30035,855,REL
30036,3204,REL
30037,2190,REL
30038,448,REL
30039,7310,REL
30040,2610,REL
30041,590,REL
30042,4210,REL
30043,2328,REL
30044,1628,REL
30045,7907,REL
30046,4092,REL
30047,712,REL
30048,6595,REL
30049,2674,REL
30050,1726,REL
30051,3998,REL
30052,9178,REL
30053,2850,REL
30054,2053,REL
30055,2846,REL
30056,5082,REL
30057,4550,REL
30058,6502,REL
30059,1399,REL
30060,7099,REL
30061,3629,REL
30062,5092,REL
30063,9837,REL
30064,1473,REL
30065,6814,REL
30066,9346,REL
30067,8027,REL
30068,2341,REL
30069,4826,REL
30070,5190,REL
30071,5723,REL
30072,4218,REL
30073,8090,REL
30074,8447,REL
30075,7911,REL
30076,294,REL
30077,5978,REL
30078,2897,REL
30079,9048,REL
30080,2656,REL
30081,4164,REL
30082,8240,REL
30083,8921,REL
30084,3122,REL
30085,7366,REL
30086,3207,REL
30087,5482,REL
30088,6956,REL
30089,2057,REL
30090,1599,REL
30091,6127,REL
30092,5811,REL
30093,8107,REL
30094,8674,REL
30095,6286,REL
30096,8463,REL
30097,2343,REL
30098,1881,REL
30099,1032,REL
30100,8420,REL
30101,4009,REL
30102,1649,REL
30103,8777,REL
30104,6478,REL
30105,5076,REL
30106,9248,REL
30107,579,REL
30108,2909,REL
30109,5250,REL
30110,1335,REL
30111,4046,REL
30112,9154,REL
30113,3251,REL
30114,6893,REL
30115,5745,REL
30116,8197,REL
30117,3998,REL
30118,4845,REL
30119,7190,REL
30120,9004,REL
30121,572,REL
30122,3163,REL
30123,2126,REL
30124,5494,REL
30125,8422,REL
30126,7048,REL
30127,5834,REL
30128,873,REL
30129,4600,REL
30130,8439,REL
30131,8084,REL
30132,7211,REL
30133,4580,REL
30134,1194,REL
30135,828,REL
30136,6140,REL
30137,1945,REL
30138,5465,REL
30139,8624,REL
30140,4855,REL
30141,5128,REL
30142,597,REL
30143,6762,REL
30144,5186,REL
30145,6618,REL
30146,6507,REL
30147,1505,REL
30148,6108,REL
30149,6902,REL
30150,5406,REL
30151,9079,REL
30152,3033,REL
30153,1632,REL
30154,2139,REL
30155,4768,REL
30156,1214,REL
30157,7504,REL
30158,8860,REL
30159,7865,REL
30160,6890,REL
30161,7694,REL
30162,7090,REL
30163,7202,REL
30164,4312,REL
30165,214,REL
30166,74,REL
30167,3801,REL
30168,5805,REL
30169,262,REL
30170,1779,REL
30171,3417,REL
30172,2373,REL
30173,9547,REL
30174,4466,REL
30175,579,REL
30176,5867,REL
30177,5766,REL
30178,6075,REL
30179,8904,REL
30180,2517,REL
30181,529,REL
30182,4689,REL
30183,8155,REL
30184,7686,REL
30185,5356,REL
30186,2071,REL
30187,6564,REL
30188,34,REL
30189,7545,REL
30190,52,REL
30191,9473,REL
30192,5384,REL
30193,9947,REL
30194,568,REL
30195,7807,REL
30196,8463,REL
30197,830,REL
30198,1816,REL
30199,1877,REL
30200,6832,REL
30201,8551,REL
30202,9986,REL
30203,6071,REL
30204,2626,REL
30205,3340,REL
30206,6878,REL
30207,3447,REL
30208,2497,REL
30209,3411,REL
30210,7924,REL
30211,644,REL
30212,6053,REL
30213,5370,REL
30214,5671,REL
30215,6729,REL
30216,1992,REL
30217,7660,REL
30218,6909,REL
30219,4888,REL
30220,5949,REL
30221,6182,REL
30222,4387,REL
30223,4771,REL
30224,8759,REL
30225,5482,REL
30226,3111,REL
30227,237,REL
30228,351,REL
30229,4968,REL
30230,4766,REL
30231,2010,REL
30232,7057,REL
30233,933,REL
30234,3542,REL
30235,2722,REL
30236,7460,REL
30237,377,REL
30238,8458,REL
30239,8085,REL
30240,1840,REL
30241,1086,REL
30242,7140,REL
30243,4347,REL
30244,2724,REL
30245,9248,REL
30246,7759,REL
30247,7003,REL
30248,8691,REL
30249,6516,REL
30250,7543,REL
30251,9722,REL
30252,3273,REL
30253,1138,REL
30254,2914,REL
30255,4137,REL
30256,7164,REL
30257,2704,REL
30258,6479,REL
30259,5965,REL
30260,4620,REL
30261,8137,REL
30262,1065,REL
30263,2275,REL
30264,1303,REL
30265,2598,REL
30266,305,REL
30267,9626,REL
30268,8078,REL
30269,3205,REL
30270,5257,REL
30271,9817,REL
30272,4234,REL
30273,7966,REL
30274,1448,REL
30275,6420,REL
30276,2376,REL
30277,5173,REL
30278,5173,REL
30279,7865,REL
30280,8732,REL
30281,7308,REL
30282,5453,REL
30283,6504,REL
30284,7236,REL
30285,4142,REL
30286,5539,REL
30287,1974,REL
30288,1443,REL
30289,2748,REL
30290,6238,REL
30291,9952,REL
30292,6361,REL
30293,6766,REL
30294,1014,REL
30295,7705,REL
30296,552,REL
30297,4788,REL
30298,9059,REL
30299,5235,REL
30300,6028,REL
30301,3944,REL
30302,3026,REL
30303,4690,REL
30304,1189,REL
30305,5558,REL
30306,5366,REL
30307,9482,REL
30308,4037,REL
30309,6619,REL
30310,2628,REL
30311,9007,REL
30312,7225,REL
30313,6381,REL
30314,5257,REL
30315,618,REL
30316,8000,REL
30317,2556,REL
30318,4360,REL
30319,7407,REL
30320,2071,REL
30321,1084,REL
30322,1351,REL
30323,3040,REL
30324,9496,REL
30325,3175,REL
30326,6053,REL
30327,1777,REL
30328,1790,REL
30329,4725,REL
30330,7764,REL
30331,9806,REL
30332,9811,REL
30333,8059,REL
30334,4276,REL
30335,8790,REL
30336,989,REL
30337,8948,REL
